Front;Back;LessonID;TopicTags;Family
showtimes;showtimes;5;auto_frequency,source_google,auto_no_translation;showtimes
cal;cal;6;auto_frequency,source_google,auto_no_translation;cal
portions;portions;7;auto_frequency,source_google,auto_no_translation;portions
promoting;promoting;8;auto_frequency,source_google,auto_no_translation;promoting
sectors;sectors;9;auto_frequency,source_google,auto_no_translation;sectors
samuel;samuel;10;auto_frequency,source_google,auto_no_translation;samuel
grounds;grounds;11;auto_frequency,source_google,auto_no_translation;grounds
fits;fits;12;auto_frequency,source_google,auto_no_translation;fits
regards;regards;1;auto_frequency,source_google,auto_no_translation;regards
ta;ta;2;auto_frequency,source_google,auto_no_translation;ta
bandwidth;bandwidth;3;auto_frequency,source_google,auto_no_translation;bandwidth
baskets;baskets;4;auto_frequency,source_google,auto_no_translation;baskets
wright;wright;5;auto_frequency,source_google,auto_no_translation;wright
img;img;6;auto_frequency,source_google,auto_no_translation;img
barry;barry;7;auto_frequency,source_google,auto_no_translation;barry
proven;proven;8;auto_frequency,source_google,auto_no_translation;proven
schedules;schedules;9;auto_frequency,source_google,auto_no_translation;schedules
admissions;admissions;10;auto_frequency,source_google,auto_no_translation;admissions
cached;cached;11;auto_frequency,source_google,auto_no_translation;cached
warren;warren;12;auto_frequency,source_google,auto_no_translation;warren
studied;studied;1;auto_frequency,source_google,auto_no_translation;studied
reviewer;reviewer;2;auto_frequency,source_google,auto_no_translation;reviewer
involves;involves;3;auto_frequency,source_google,auto_no_translation;involves
quarterly;quarterly;4;auto_frequency,source_google,auto_no_translation;quarterly
rpm;rpm;5;auto_frequency,source_google,auto_no_translation;rpm
profits;profits;6;auto_frequency,source_google,auto_no_translation;profits
marie;marie;7;auto_frequency,source_google,auto_no_translation;marie
florist;florist;8;auto_frequency,source_google,auto_no_translation;florist
illustrated;illustrated;9;auto_frequency,source_google,auto_no_translation;illustrated
cherry;cherry;10;auto_frequency,source_google,auto_no_translation;cherry
continental;continental;11;auto_frequency,source_google,auto_no_translation;continental
alternate;alternate;12;auto_frequency,source_google,auto_no_translation;alternate
deutsch;deutsch;1;auto_frequency,source_google,auto_no_translation;deutsch
limitations;limitations;2;auto_frequency,source_google,auto_no_translation;limitations
kenya;kenya;3;auto_frequency,source_google,auto_no_translation;kenya
webcam;webcam;4;auto_frequency,source_google,auto_no_translation;webcam
cuts;cuts;5;auto_frequency,source_google,auto_no_translation;cuts
nutten;nutten;6;auto_frequency,source_google,auto_no_translation;nutten
earrings;earrings;7;auto_frequency,source_google,auto_no_translation;earrings
enjoyed;enjoyed;8;auto_frequency,source_google,auto_no_translation;enjoyed
automated;automated;9;auto_frequency,source_google,auto_no_translation;automated
chapters;chapters;10;auto_frequency,source_google,auto_no_translation;chapters
pee;pee;11;auto_frequency,source_google,auto_no_translation;pee
charlie;charlie;12;auto_frequency,source_google,auto_no_translation;charlie
quebec;quebec;1;auto_frequency,source_google,auto_no_translation;quebec
nipples;nipples;2;auto_frequency,source_google,auto_no_translation;nipples
dennis;dennis;3;auto_frequency,source_google,auto_no_translation;dennis
mars;mars;4;auto_frequency,source_google,auto_no_translation;mars
francis;francis;5;auto_frequency,source_google,auto_no_translation;francis
tvs;tvs;6;auto_frequency,source_google,auto_no_translation;tvs
sized;sized;7;auto_frequency,source_google,auto_no_translation;sized
manga;manga;8;auto_frequency,source_google,auto_no_translation;manga
noticed;noticed;9;auto_frequency,source_google,auto_no_translation;noticed
socket;socket;10;auto_frequency,source_google,auto_no_translation;socket
mhz;mhz;11;auto_frequency,source_google,auto_no_translation;mhz
signals;signals;12;auto_frequency,source_google,auto_no_translation;signals
caps;caps;1;auto_frequency,source_google,auto_no_translation;caps
symbols;symbols;2;auto_frequency,source_google,auto_no_translation;symbols
lat;lat;3;auto_frequency,source_google,auto_no_translation;lat
meta;meta;4;auto_frequency,source_google,auto_no_translation;meta
humans;humans;5;auto_frequency,source_google,auto_no_translation;humans
analog;analog;6;auto_frequency,source_google,auto_no_translation;analog
facial;facial;7;auto_frequency,source_google,auto_no_translation;facial
choosing;choosing;8;auto_frequency,source_google,auto_no_translation;choosing
dated;dated;9;auto_frequency,source_google,auto_no_translation;dated
mint;mint;10;auto_frequency,source_google,auto_no_translation;mint
packard;packard;11;auto_frequency,source_google,auto_no_translation;packard
offset;offset;12;auto_frequency,source_google,auto_no_translation;offset
payday;payday;1;auto_frequency,source_google,auto_no_translation;payday
philip;philip;2;auto_frequency,source_google,auto_no_translation;philip
gi;gi;3;auto_frequency,source_google,auto_no_translation;gi
holders;holders;4;auto_frequency,source_google,auto_no_translation;holders
believes;believes;5;auto_frequency,source_google,auto_no_translation;believes
swedish;swedish;6;auto_frequency,source_google,auto_no_translation;swedish
poems;poems;7;auto_frequency,source_google,auto_no_translation;poems
displaying;displaying;8;auto_frequency,source_google,auto_no_translation;displaying
collins;collins;9;auto_frequency,source_google,auto_no_translation;collins
equipped;equipped;10;auto_frequency,source_google,auto_no_translation;equipped
stages;stages;11;auto_frequency,source_google,auto_no_translation;stages
encouraged;encouraged;12;auto_frequency,source_google,auto_no_translation;encouraged
sur;sur;1;auto_frequency,source_google,auto_no_translation;sur
winds;winds;2;auto_frequency,source_google,auto_no_translation;winds
broadway;broadway;3;auto_frequency,source_google,auto_no_translation;broadway
acquired;acquired;4;auto_frequency,source_google,auto_no_translation;acquired
cartridges;cartridges;5;auto_frequency,source_google,auto_no_translation;cartridges
stones;stones;6;auto_frequency,source_google,auto_no_translation;stones
gnome;gnome;7;auto_frequency,source_google,auto_no_translation;gnome
roots;roots;8;auto_frequency,source_google,auto_no_translation;roots
losing;losing;9;auto_frequency,source_google,auto_no_translation;losing
attempts;attempts;10;auto_frequency,source_google,auto_no_translation;attempts
gadgets;gadgets;11;auto_frequency,source_google,auto_no_translation;gadgets
glasgow;glasgow;12;auto_frequency,source_google,auto_no_translation;glasgow
automation;automation;1;auto_frequency,source_google,auto_no_translation;automation
impacts;impacts;2;auto_frequency,source_google,auto_no_translation;impacts
rev;rev;3;auto_frequency,source_google,auto_no_translation;rev
gospel;gospel;4;auto_frequency,source_google,auto_no_translation;gospel
advantages;advantages;5;auto_frequency,source_google,auto_no_translation;advantages
loves;loves;6;auto_frequency,source_google,auto_no_translation;loves
induced;induced;7;auto_frequency,source_google,auto_no_translation;induced
ll;ll;8;auto_frequency,source_google,auto_no_translation;ll
knight;knight;9;auto_frequency,source_google,auto_no_translation;knight
preparing;preparing;10;auto_frequency,source_google,auto_no_translation;preparing
aims;aims;11;auto_frequency,source_google,auto_no_translation;aims
linking;linking;12;auto_frequency,source_google,auto_no_translation;linking
extensions;extensions;1;auto_frequency,source_google,auto_no_translation;extensions
appeals;appeals;2;auto_frequency,source_google,auto_no_translation;appeals
cl;cl;3;auto_frequency,source_google,auto_no_translation;cl
earned;earned;4;auto_frequency,source_google,auto_no_translation;earned
islamic;islamic;5;auto_frequency,source_google,auto_no_translation;islamic
athletics;athletics;6;auto_frequency,source_google,auto_no_translation;athletics
southeast;southeast;7;auto_frequency,source_google,auto_no_translation;southeast
ieee;ieee;8;auto_frequency,source_google,auto_no_translation;ieee
ho;ho;9;auto_frequency,source_google,auto_no_translation;ho
alternatives;alternatives;10;auto_frequency,source_google,auto_no_translation;alternatives
pending;pending;11;auto_frequency,source_google,auto_no_translation;pending
parker;parker;12;auto_frequency,source_google,auto_no_translation;parker
determining;determining;1;auto_frequency,source_google,auto_no_translation;determining
lebanon;lebanon;2;auto_frequency,source_google,auto_no_translation;lebanon
corp;corp;3;auto_frequency,source_google,auto_no_translation;corp
personalized;personalized;4;auto_frequency,source_google,auto_no_translation;personalized
kennedy;kennedy;5;auto_frequency,source_google,auto_no_translation;kennedy
gt;gt;6;auto_frequency,source_google,auto_no_translation;gt
sh;sh;7;auto_frequency,source_google,auto_no_translation;sh
conditioning;conditioning;8;auto_frequency,source_google,auto_no_translation;conditioning
ae;ae;9;auto_frequency,source_google,auto_no_translation;ae
triple;triple;10;auto_frequency,source_google,auto_no_translation;triple
cooper;cooper;11;auto_frequency,source_google,auto_no_translation;cooper
nyc;nyc;12;auto_frequency,source_google,auto_no_translation;nyc
vincent;vincent;1;auto_frequency,source_google,auto_no_translation;vincent
secured;secured;2;auto_frequency,source_google,auto_no_translation;secured
answered;answered;3;auto_frequency,source_google,auto_no_translation;answered
partnerships;partnerships;4;auto_frequency,source_google,auto_no_translation;partnerships
slots;slots;5;auto_frequency,source_google,auto_no_translation;slots
toolbar;toolbar;6;auto_frequency,source_google,auto_no_translation;toolbar
rocks;rocks;7;auto_frequency,source_google,auto_no_translation;rocks
titans;titans;8;auto_frequency,source_google,auto_no_translation;titans
applicants;applicants;9;auto_frequency,source_google,auto_no_translation;applicants
wearing;wearing;10;auto_frequency,source_google,auto_no_translation;wearing
axis;axis;11;auto_frequency,source_google,auto_no_translation;axis
sought;sought;12;auto_frequency,source_google,auto_no_translation;sought
genes;genes;1;auto_frequency,source_google,auto_no_translation;genes
mounted;mounted;2;auto_frequency,source_google,auto_no_translation;mounted
firewall;firewall;3;auto_frequency,source_google,auto_no_translation;firewall
median;median;4;auto_frequency,source_google,auto_no_translation;median
guns;guns;5;auto_frequency,source_google,auto_no_translation;guns
scanner;scanner;6;auto_frequency,source_google,auto_no_translation;scanner
herein;herein;7;auto_frequency,source_google,auto_no_translation;herein
occupational;occupational;8;auto_frequency,source_google,auto_no_translation;occupational
animated;animated;9;auto_frequency,source_google,auto_no_translation;animated
horny;horny;10;auto_frequency,source_google,auto_no_translation;horny
rio;rio;11;auto_frequency,source_google,auto_no_translation;rio
hs;hs;12;auto_frequency,source_google,auto_no_translation;hs
integer;integer;1;auto_frequency,source_google,auto_no_translation;integer
treatments;treatments;2;auto_frequency,source_google,auto_no_translation;treatments
bachelor;bachelor;3;auto_frequency,source_google,auto_no_translation;bachelor
camcorders;camcorders;4;auto_frequency,source_google,auto_no_translation;camcorders
falling;falling;5;auto_frequency,source_google,auto_no_translation;falling
basics;basics;6;auto_frequency,source_google,auto_no_translation;basics
montreal;montreal;7;auto_frequency,source_google,auto_no_translation;montreal
rv;rv;8;auto_frequency,source_google,auto_no_translation;rv
struct;struct;9;auto_frequency,source_google,auto_no_translation;struct
lenses;lenses;10;auto_frequency,source_google,auto_no_translation;lenses
binary;binary;11;auto_frequency,source_google,auto_no_translation;binary
genetics;genetics;12;auto_frequency,source_google,auto_no_translation;genetics
attended;attended;1;auto_frequency,source_google,auto_no_translation;attended
pi;pi;2;auto_frequency,source_google,auto_no_translation;pi
dropped;dropped;3;auto_frequency,source_google,auto_no_translation;dropped
enrollment;enrollment;4;auto_frequency,source_google,auto_no_translation;enrollment
duke;duke;5;auto_frequency,source_google,auto_no_translation;duke
walter;walter;6;auto_frequency,source_google,auto_no_translation;walter
ai;ai;7;auto_frequency,source_google,auto_no_translation;ai
producers;producers;8;auto_frequency,source_google,auto_no_translation;producers
ot;ot;9;auto_frequency,source_google,auto_no_translation;ot
arc;arc;10;auto_frequency,source_google,auto_no_translation;arc
hosts;hosts;11;auto_frequency,source_google,auto_no_translation;hosts
interfaces;interfaces;12;auto_frequency,source_google,auto_no_translation;interfaces
advertisers;advertisers;1;auto_frequency,source_google,auto_no_translation;advertisers
moments;moments;2;auto_frequency,source_google,auto_no_translation;moments
atlas;atlas;3;auto_frequency,source_google,auto_no_translation;atlas
strings;strings;4;auto_frequency,source_google,auto_no_translation;strings
representing;representing;5;auto_frequency,source_google,auto_no_translation;representing
feels;feels;6;auto_frequency,source_google,auto_no_translation;feels
carl;carl;7;auto_frequency,source_google,auto_no_translation;carl
deleted;deleted;8;auto_frequency,source_google,auto_no_translation;deleted
mitchell;mitchell;9;auto_frequency,source_google,auto_no_translation;mitchell
rica;rica;10;auto_frequency,source_google,auto_no_translation;rica
returning;returning;11;auto_frequency,source_google,auto_no_translation;returning
ralph;ralph;12;auto_frequency,source_google,auto_no_translation;ralph
yr;yr;1;auto_frequency,source_google,auto_no_translation;yr
warner;warner;2;auto_frequency,source_google,auto_no_translation;warner
embedded;embedded;3;auto_frequency,source_google,auto_no_translation;embedded
inkjet;inkjet;4;auto_frequency,source_google,auto_no_translation;inkjet
wizard;wizard;5;auto_frequency,source_google,auto_no_translation;wizard
corps;corps;6;auto_frequency,source_google,auto_no_translation;corps
actors;actors;7;auto_frequency,source_google,auto_no_translation;actors
peripherals;peripherals;8;auto_frequency,source_google,auto_no_translation;peripherals
brochure;brochure;9;auto_frequency,source_google,auto_no_translation;brochure
morris;morris;10;auto_frequency,source_google,auto_no_translation;morris
bestsellers;bestsellers;11;auto_frequency,source_google,auto_no_translation;bestsellers
eminem;eminem;12;auto_frequency,source_google,auto_no_translation;eminem
antenna;antenna;1;auto_frequency,source_google,auto_no_translation;antenna
picked;picked;2;auto_frequency,source_google,auto_no_translation;picked
assumed;assumed;3;auto_frequency,source_google,auto_no_translation;assumed
minneapolis;minneapolis;4;auto_frequency,source_google,auto_no_translation;minneapolis
bikini;bikini;5;auto_frequency,source_google,auto_no_translation;bikini
memphis;memphis;6;auto_frequency,source_google,auto_no_translation;memphis
decor;decor;7;auto_frequency,source_google,auto_no_translation;decor
lookup;lookup;8;auto_frequency,source_google,auto_no_translation;lookup
texts;texts;9;auto_frequency,source_google,auto_no_translation;texts
harvard;harvard;10;auto_frequency,source_google,auto_no_translation;harvard
brokers;brokers;11;auto_frequency,source_google,auto_no_translation;brokers
roy;roy;12;auto_frequency,source_google,auto_no_translation;roy
ion;ion;1;auto_frequency,source_google,auto_no_translation;ion
diameter;diameter;2;auto_frequency,source_google,auto_no_translation;diameter
ottawa;ottawa;3;auto_frequency,source_google,auto_no_translation;ottawa
doll;doll;4;auto_frequency,source_google,auto_no_translation;doll
ic;ic;5;auto_frequency,source_google,auto_no_translation;ic
podcast;podcast;6;auto_frequency,source_google,auto_no_translation;podcast
tit;tit;7;auto_frequency,source_google,auto_no_translation;tit
seasons;seasons;8;auto_frequency,source_google,auto_no_translation;seasons
peru;peru;9;auto_frequency,source_google,auto_no_translation;peru
interactions;interactions;10;auto_frequency,source_google,auto_no_translation;interactions
refine;refine;11;auto_frequency,source_google,auto_no_translation;refine
bidder;bidder;12;auto_frequency,source_google,auto_no_translation;bidder
evans;evans;1;auto_frequency,source_google,auto_no_translation;evans
herald;herald;2;auto_frequency,source_google,auto_no_translation;herald
fails;fails;3;auto_frequency,source_google,auto_no_translation;fails
aging;aging;4;auto_frequency,source_google,auto_no_translation;aging
nike;nike;5;auto_frequency,source_google,auto_no_translation;nike
pissing;pissing;6;auto_frequency,source_google,auto_no_translation;pissing
fed;fed;7;auto_frequency,source_google,auto_no_translation;fed
plugin;plugin;8;auto_frequency,source_google,auto_no_translation;plugin
diving;diving;9;auto_frequency,source_google,auto_no_translation;diving
alice;alice;10;auto_frequency,source_google,auto_no_translation;alice
latinas;latinas;11;auto_frequency,source_google,auto_no_translation;latinas
customized;customized;12;auto_frequency,source_google,auto_no_translation;customized
reed;reed;1;auto_frequency,source_google,auto_no_translation;reed
younger;younger;2;auto_frequency,source_google,auto_no_translation;younger
mice;mice;3;auto_frequency,source_google,auto_no_translation;mice
understood;understood;4;auto_frequency,source_google,auto_no_translation;understood
dealtime;dealtime;5;auto_frequency,source_google,auto_no_translation;dealtime
temp;temp;6;auto_frequency,source_google,auto_no_translation;temp
intro;intro;7;auto_frequency,source_google,auto_no_translation;intro
mercedes;mercedes;8;auto_frequency,source_google,auto_no_translation;mercedes
zus;zus;9;auto_frequency,source_google,auto_no_translation;zus
fisting;fisting;10;auto_frequency,source_google,auto_no_translation;fisting
happening;happening;11;auto_frequency,source_google,auto_no_translation;happening
mills;mills;12;auto_frequency,source_google,auto_no_translation;mills
amendments;amendments;1;auto_frequency,source_google,auto_no_translation;amendments
tramadol;tramadol;2;auto_frequency,source_google,auto_no_translation;tramadol
holland;holland;3;auto_frequency,source_google,auto_no_translation;holland
receives;receives;4;auto_frequency,source_google,auto_no_translation;receives
metropolitan;metropolitan;5;auto_frequency,source_google,auto_no_translation;metropolitan
compilation;compilation;6;auto_frequency,source_google,auto_no_translation;compilation
verification;verification;7;auto_frequency,source_google,auto_no_translation;verification
fonts;fonts;8;auto_frequency,source_google,auto_no_translation;fonts
ent;ent;9;auto_frequency,source_google,auto_no_translation;ent
refers;refers;10;auto_frequency,source_google,auto_no_translation;refers
favor;favor;11;auto_frequency,source_google,auto_no_translation;favor
veterans;veterans;12;auto_frequency,source_google,auto_no_translation;veterans
quiz;quiz;1;auto_frequency,source_google,auto_no_translation;quiz
mx;mx;2;auto_frequency,source_google,auto_no_translation;mx
sigma;sigma;3;auto_frequency,source_google,auto_no_translation;sigma
gr;gr;4;auto_frequency,source_google,auto_no_translation;gr
xhtml;xhtml;5;auto_frequency,source_google,auto_no_translation;xhtml
recordings;recordings;6;auto_frequency,source_google,auto_no_translation;recordings
jefferson;jefferson;7;auto_frequency,source_google,auto_no_translation;jefferson
demands;demands;8;auto_frequency,source_google,auto_no_translation;demands
sleeping;sleeping;9;auto_frequency,source_google,auto_no_translation;sleeping
ext;ext;10;auto_frequency,source_google,auto_no_translation;ext
gardening;gardening;11;auto_frequency,source_google,auto_no_translation;gardening
obligations;obligations;12;auto_frequency,source_google,auto_no_translation;obligations
sunset;sunset;1;auto_frequency,source_google,auto_no_translation;sunset
tracked;tracked;2;auto_frequency,source_google,auto_no_translation;tracked
polyphonic;polyphonic;3;auto_frequency,source_google,auto_no_translation;polyphonic
tops;tops;4;auto_frequency,source_google,auto_no_translation;tops
framed;framed;5;auto_frequency,source_google,auto_no_translation;framed
outsourcing;outsourcing;6;auto_frequency,source_google,auto_no_translation;outsourcing
adjustable;adjustable;7;auto_frequency,source_google,auto_no_translation;adjustable
michelle;michelle;8;auto_frequency,source_google,auto_no_translation;michelle
amy;amy;9;auto_frequency,source_google,auto_no_translation;amy
ts;ts;10;auto_frequency,source_google,auto_no_translation;ts
demonstrated;demonstrated;11;auto_frequency,source_google,auto_no_translation;demonstrated
identifying;identifying;12;auto_frequency,source_google,auto_no_translation;identifying
alphabetical;alphabetical;1;auto_frequency,source_google,auto_no_translation;alphabetical
camps;camps;2;auto_frequency,source_google,auto_no_translation;camps
declared;declared;3;auto_frequency,source_google,auto_no_translation;declared
dispatched;dispatched;4;auto_frequency,source_google,auto_no_translation;dispatched
aaron;aaron;5;auto_frequency,source_google,auto_no_translation;aaron
handheld;handheld;6;auto_frequency,source_google,auto_no_translation;handheld
florists;florists;7;auto_frequency,source_google,auto_no_translation;florists
packs;packs;8;auto_frequency,source_google,auto_no_translation;packs
ge;ge;9;auto_frequency,source_google,auto_no_translation;ge
installing;installing;10;auto_frequency,source_google,auto_no_translation;installing
switches;switches;11;auto_frequency,source_google,auto_no_translation;switches
romania;romania;12;auto_frequency,source_google,auto_no_translation;romania
ncaa;ncaa;1;auto_frequency,source_google,auto_no_translation;ncaa
thou;thou;2;auto_frequency,source_google,auto_no_translation;thou
phd;phd;3;auto_frequency,source_google,auto_no_translation;phd
blogging;blogging;4;auto_frequency,source_google,auto_no_translation;blogging
cycling;cycling;5;auto_frequency,source_google,auto_no_translation;cycling
ng;ng;6;auto_frequency,source_google,auto_no_translation;ng
pe;pe;7;auto_frequency,source_google,auto_no_translation;pe
turkish;turkish;8;auto_frequency,source_google,auto_no_translation;turkish
messaging;messaging;9;auto_frequency,source_google,auto_no_translation;messaging
pentium;pentium;10;auto_frequency,source_google,auto_no_translation;pentium
quantum;quantum;11;auto_frequency,source_google,auto_no_translation;quantum
murray;murray;12;auto_frequency,source_google,auto_no_translation;murray
tt;tt;1;auto_frequency,source_google,auto_no_translation;tt
zoo;zoo;2;auto_frequency,source_google,auto_no_translation;zoo
constructed;constructed;3;auto_frequency,source_google,auto_no_translation;constructed
additions;additions;4;auto_frequency,source_google,auto_no_translation;additions
requiring;requiring;5;auto_frequency,source_google,auto_no_translation;requiring
spoke;spoke;6;auto_frequency,source_google,auto_no_translation;spoke
aka;aka;7;auto_frequency,source_google,auto_no_translation;aka
sampling;sampling;8;auto_frequency,source_google,auto_no_translation;sampling
tee;tee;9;auto_frequency,source_google,auto_no_translation;tee
refinance;refinance;10;auto_frequency,source_google,auto_no_translation;refinance
inspired;inspired;11;auto_frequency,source_google,auto_no_translation;inspired
holes;holes;12;auto_frequency,source_google,auto_no_translation;holes
weddings;weddings;1;auto_frequency,source_google,auto_no_translation;weddings
cookie;cookie;2;auto_frequency,source_google,auto_no_translation;cookie
meals;meals;3;auto_frequency,source_google,auto_no_translation;meals
canyon;canyon;4;auto_frequency,source_google,auto_no_translation;canyon
goto;goto;5;auto_frequency,source_google,auto_no_translation;goto
meters;meters;6;auto_frequency,source_google,auto_no_translation;meters
calendars;calendars;7;auto_frequency,source_google,auto_no_translation;calendars
conclusions;conclusions;8;auto_frequency,source_google,auto_no_translation;conclusions
passes;passes;9;auto_frequency,source_google,auto_no_translation;passes
bibliography;bibliography;10;auto_frequency,source_google,auto_no_translation;bibliography
pointer;pointer;11;auto_frequency,source_google,auto_no_translation;pointer
compatibility;compatibility;12;auto_frequency,source_google,auto_no_translation;compatibility
durham;durham;1;auto_frequency,source_google,auto_no_translation;durham
permits;permits;2;auto_frequency,source_google,auto_no_translation;permits
muslim;muslim;3;auto_frequency,source_google,auto_no_translation;muslim
xl;xl;4;auto_frequency,source_google,auto_no_translation;xl
neil;neil;5;auto_frequency,source_google,auto_no_translation;neil
sleeve;sleeve;6;auto_frequency,source_google,auto_no_translation;sleeve
netscape;netscape;7;auto_frequency,source_google,auto_no_translation;netscape
cleaner;cleaner;8;auto_frequency,source_google,auto_no_translation;cleaner
cricket;cricket;9;auto_frequency,source_google,auto_no_translation;cricket
feeding;feeding;10;auto_frequency,source_google,auto_no_translation;feeding
township;township;11;auto_frequency,source_google,auto_no_translation;township
rankings;rankings;12;auto_frequency,source_google,auto_no_translation;rankings
measuring;measuring;1;auto_frequency,source_google,auto_no_translation;measuring
cad;cad;2;auto_frequency,source_google,auto_no_translation;cad
hats;hats;3;auto_frequency,source_google,auto_no_translation;hats
robin;robin;4;auto_frequency,source_google,auto_no_translation;robin
robinson;robinson;5;auto_frequency,source_google,auto_no_translation;robinson
jacksonville;jacksonville;6;auto_frequency,source_google,auto_no_translation;jacksonville
strap;strap;7;auto_frequency,source_google,auto_no_translation;strap
sharon;sharon;8;auto_frequency,source_google,auto_no_translation;sharon
tcp;tcp;9;auto_frequency,source_google,auto_no_translation;tcp
transfers;transfers;10;auto_frequency,source_google,auto_no_translation;transfers
surf;surf;11;auto_frequency,source_google,auto_no_translation;surf
olympic;olympic;12;auto_frequency,source_google,auto_no_translation;olympic
remained;remained;1;auto_frequency,source_google,auto_no_translation;remained
attachments;attachments;2;auto_frequency,source_google,auto_no_translation;attachments
dv;dv;3;auto_frequency,source_google,auto_no_translation;dv
dir;dir;4;auto_frequency,source_google,auto_no_translation;dir
entities;entities;5;auto_frequency,source_google,auto_no_translation;entities
customs;customs;6;auto_frequency,source_google,auto_no_translation;customs
administrators;administrators;7;auto_frequency,source_google,auto_no_translation;administrators
rainbow;rainbow;8;auto_frequency,source_google,auto_no_translation;rainbow
roulette;roulette;9;auto_frequency,source_google,auto_no_translation;roulette
decline;decline;10;auto_frequency,source_google,auto_no_translation;decline
gloves;gloves;11;auto_frequency,source_google,auto_no_translation;gloves
israeli;israeli;12;auto_frequency,source_google,auto_no_translation;israeli
medicare;medicare;1;auto_frequency,source_google,auto_no_translation;medicare
cord;cord;2;auto_frequency,source_google,auto_no_translation;cord
valve;valve;3;auto_frequency,source_google,auto_no_translation;valve
val;val;4;auto_frequency,source_google,auto_no_translation;val
hewlett;hewlett;5;auto_frequency,source_google,auto_no_translation;hewlett
explains;explains;6;auto_frequency,source_google,auto_no_translation;explains
flickr;flickr;7;auto_frequency,source_google,auto_no_translation;flickr
feelings;feelings;8;auto_frequency,source_google,auto_no_translation;feelings
jamaica;jamaica;9;auto_frequency,source_google,auto_no_translation;jamaica
priorities;priorities;10;auto_frequency,source_google,auto_no_translation;priorities
bookstore;bookstore;11;auto_frequency,source_google,auto_no_translation;bookstore
liked;liked;12;auto_frequency,source_google,auto_no_translation;liked
parenting;parenting;1;auto_frequency,source_google,auto_no_translation;parenting
denied;denied;2;auto_frequency,source_google,auto_no_translation;denied
fotos;fotos;3;auto_frequency,source_google,auto_no_translation;fotos
britney;britney;4;auto_frequency,source_google,auto_no_translation;britney
freeware;freeware;5;auto_frequency,source_google,auto_no_translation;freeware
fucked;fucked;6;auto_frequency,source_google,auto_no_translation;fucked
deaths;deaths;7;auto_frequency,source_google,auto_no_translation;deaths
rivers;rivers;8;auto_frequency,source_google,auto_no_translation;rivers
commonwealth;commonwealth;9;auto_frequency,source_google,auto_no_translation;commonwealth
pharmaceutical;pharmaceutical;10;auto_frequency,source_google,auto_no_translation;pharmaceutical
manhattan;manhattan;11;auto_frequency,source_google,auto_no_translation;manhattan
tales;tales;12;auto_frequency,source_google,auto_no_translation;tales
katrina;katrina;1;auto_frequency,source_google,auto_no_translation;katrina
islam;islam;2;auto_frequency,source_google,auto_no_translation;islam
nodes;nodes;3;auto_frequency,source_google,auto_no_translation;nodes
tu;tu;4;auto_frequency,source_google,auto_no_translation;tu
fy;fy;5;auto_frequency,source_google,auto_no_translation;fy
thumbs;thumbs;6;auto_frequency,source_google,auto_no_translation;thumbs
seeds;seeds;7;auto_frequency,source_google,auto_no_translation;seeds
cited;cited;8;auto_frequency,source_google,auto_no_translation;cited
lite;lite;9;auto_frequency,source_google,auto_no_translation;lite
ghz;ghz;10;auto_frequency,source_google,auto_no_translation;ghz
hub;hub;11;auto_frequency,source_google,auto_no_translation;hub
targeted;targeted;12;auto_frequency,source_google,auto_no_translation;targeted
skype;skype;1;auto_frequency,source_google,auto_no_translation;skype
realized;realized;2;auto_frequency,source_google,auto_no_translation;realized
gamecube;gamecube;3;auto_frequency,source_google,auto_no_translation;gamecube
rr;rr;4;auto_frequency,source_google,auto_no_translation;rr
portuguese;portuguese;5;auto_frequency,source_google,auto_no_translation;portuguese
titten;titten;6;auto_frequency,source_google,auto_no_translation;titten
excerpt;excerpt;7;auto_frequency,source_google,auto_no_translation;excerpt
eng;eng;8;auto_frequency,source_google,auto_no_translation;eng
ef;ef;9;auto_frequency,source_google,auto_no_translation;ef
drinks;drinks;10;auto_frequency,source_google,auto_no_translation;drinks
ace;ace;11;auto_frequency,source_google,auto_no_translation;ace
voices;voices;12;auto_frequency,source_google,auto_no_translation;voices
halloween;halloween;1;auto_frequency,source_google,auto_no_translation;halloween
climbing;climbing;2;auto_frequency,source_google,auto_no_translation;climbing
stood;stood;3;auto_frequency,source_google,auto_no_translation;stood
tons;tons;4;auto_frequency,source_google,auto_no_translation;tons
perfume;perfume;5;auto_frequency,source_google,auto_no_translation;perfume
carol;carol;6;auto_frequency,source_google,auto_no_translation;carol
albany;albany;7;auto_frequency,source_google,auto_no_translation;albany
hazardous;hazardous;8;auto_frequency,source_google,auto_no_translation;hazardous
stack;stack;9;auto_frequency,source_google,auto_no_translation;stack
ep;ep;10;auto_frequency,source_google,auto_no_translation;ep
housewares;housewares;11;auto_frequency,source_google,auto_no_translation;housewares
resistant;resistant;12;auto_frequency,source_google,auto_no_translation;resistant
democrats;democrats;1;auto_frequency,source_google,auto_no_translation;democrats
recycling;recycling;2;auto_frequency,source_google,auto_no_translation;recycling
gbp;gbp;3;auto_frequency,source_google,auto_no_translation;gbp
amber;amber;4;auto_frequency,source_google,auto_no_translation;amber
qualifications;qualifications;5;auto_frequency,source_google,auto_no_translation;qualifications
museums;museums;6;auto_frequency,source_google,auto_no_translation;museums
coding;coding;7;auto_frequency,source_google,auto_no_translation;coding
slideshow;slideshow;8;auto_frequency,source_google,auto_no_translation;slideshow
